setchancecol,mp/loot/br/no_ground_loot/lootset_global.csv,3,# global,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/no_ground_loot/lootset_named_Location.csv,4,# named_Location,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/no_ground_loot/lootset_extra_plunder.csv,5,# extra_plunder,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/no_ground_loot/lootset_superstore.csv,6,# superstore,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/no_ground_loot/lootset_cache_base.csv,7,# cache_base,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/no_ground_loot/lootset_cache_lege.csv,8,# cache_lege,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/no_ground_loot/lootset_cache_pe_chop.csv,9,# cache_pe_chop,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/no_ground_loot/lootset_contract_asn.csv,10,# contract_asn,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/no_ground_loot/lootset_contract_dom.csv,11,# contract_dom,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/no_ground_loot/lootset_contract_scav1.csv,12,# contract_scav1,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/no_ground_loot/lootset_contract_scav2.csv,13,# contract_scav2,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/no_ground_loot/lootset_contract_scav3.csv,14,# contract_scav3,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/no_ground_loot/lootset_bunkers.csv,15,# bunkers,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/no_ground_loot/lootset_empty.csv,16,# N/A,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/no_ground_loot/lootset_cache_zom.csv,17,# cache_zom,,,,,,,,,,,,,,,,
Central Control,,,,,,,,,,,,,,,,,,,
chance,ammo,,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,,
chance,health,,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,,
chance,plunder,,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,,
chance,killstreak,,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,,
chance,lethal,,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,,
chance,tactical,,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,,
chance,super,,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,,
chance,weapon,,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,,
chance,gear,,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,,
chance,revive,,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,,
chance,tablet,,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,,
chance,keycard,,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,,
item,brloot_ammo_12g,,15,15,15,15,15,15,15,15,15,15,15,15,15,0,15,,
item,brloot_ammo_50cal,,23,23,23,23,23,23,23,23,23,23,23,23,23,0,23,,
item,brloot_ammo_762,,30,30,30,30,30,30,30,30,30,30,30,30,30,0,30,,
item,brloot_ammo_919,,23,23,23,23,23,23,23,23,23,23,23,23,23,0,23,,
item,brloot_ammo_rocket,,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,,
item,brloot_equip_gasmask,,0,100,100,100,100,100,100,100,100,100,100,100,100,0,100,,
item,brloot_self_revive,,100,100,100,100,100,100,100,100,100,100,100,100,100,0,100,,
rarity,0_lethal,,50,50,50,50,45,45,45,45,45,45,45,45,45,0,45,,
rarity,1_lethal,,30,30,30,30,30,30,30,30,30,30,30,30,30,0,30,,
rarity,2_lethal,,20,20,20,20,20,20,20,20,20,20,20,20,20,0,20,,
rarity,3_lethal,,0,0,0,0,10,10,10,10,10,10,10,10,10,0,10,,
rarity,4_lethal,,0,0,0,0,5,5,5,5,5,5,5,5,5,0,5,,
rarity,0_tactical,,50,50,50,50,45,45,45,45,45,45,45,45,45,0,45,,
rarity,1_tactical,,30,30,30,30,30,30,30,30,30,30,30,30,30,0,30,,
rarity,2_tactical,,20,20,20,20,20,20,20,20,20,20,20,20,20,0,20,,
rarity,3_tactical,,0,0,0,0,10,10,10,10,10,10,10,10,10,0,10,,
rarity,4_tactical,,0,0,0,0,5,5,5,5,5,5,5,5,5,0,5,,
rarity,0_super,,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,,
rarity,1_super,,40,40,40,40,0,0,0,0,0,0,0,0,0,0,0,,
rarity,2_super,,35,35,35,35,40,40,40,40,40,40,40,40,0,0,40,,
rarity,3_super,,0,0,0,0,40,40,40,40,40,40,40,40,50,0,40,,
rarity,4_super,,0,0,0,0,20,20,20,20,20,20,20,20,50,0,20,,
item,brloot_offhand_advancedsupplydrop,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
item,brloot_plunder_extract,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
item,brloot_offhand_advancedvehicledrop,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
item,brloot_super_tacinsert,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
rarity,0_weapon,,55,55,55,55,0,0,0,0,0,0,0,0,0,0,0,,
rarity,1_weapon,,45,45,45,45,400,400,400,400,400,400,400,400,0,0,400,,
rarity,2_weapon,,0,0,0,0,360,360,360,360,360,360,360,360,0,0,360,,
rarity,3_weapon,,0,0,0,0,160,160,160,160,160,160,160,160,40,0,160,,
rarity,4_weapon,,0,0,0,0,80,80,80,80,80,80,80,80,40,0,80,,
item,brloot_weapon_la_mike32_lege,,0,0,0,0,1,1,1,1,1,1,1,1,20,0,1,,
item,brloot_weapon_lm_dblmg_lege,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
item,brloot_weapon_pi_mike9_lege,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
item,brloot_weapon_sm_mpapa5_lege,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
rarity,0_health,,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,,
rarity,1_health,,35,35,35,35,0,0,0,0,0,0,0,0,0,0,0,,
rarity,2_health,,40,40,40,40,70,50,50,50,50,50,50,50,40,0,50,,
rarity,3_health,,0,0,0,0,25,30,30,30,30,50,50,50,30,0,30,,
rarity,4_health,,0,0,0,0,5,10,10,10,10,0,0,0,20,0,10,,
item,brloot_plunder_cash_common_1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
item,brloot_plunder_cash_uncommon_1,,50,0,44,44,0,0,0,0,0,0,0,0,44,0,0,,
item,brloot_plunder_cash_uncommon_2,,35,20,33,33,20,0,0,20,20,20,20,20,33,0,0,,
item,brloot_plunder_cash_uncommon_3,,15,12,22,22,12,40,0,12,12,12,12,12,22,0,40,,
item,brloot_plunder_cash_rare_1,,0,8,1,1,8,30,50,8,8,8,8,8,1,0,30,,
item,brloot_plunder_cash_rare_2,,0,0,0,0,0,20,40,0,0,0,0,0,0,0,20,,
item,brloot_plunder_cash_epic_1,,0,0,0,0,0,10,30,0,0,0,0,0,0,0,10,,
item,brloot_plunder_cash_epic_2,,0,0,0,0,0,5,20,0,0,0,0,0,0,0,5,,
item,brloot_plunder_cash_legendary_1,,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,,
rarity,0_killstreak,,0,0,0,0,20,0,0,20,20,20,20,20,0,0,0,,
rarity,1_killstreak,,0,0,0,0,20,0,0,20,20,20,20,20,0,0,0,,
rarity,2_killstreak,,0,0,0,0,20,0,0,20,20,20,20,20,0,0,0,,
rarity,3_killstreak,,0,0,0,0,20,50,50,20,20,20,20,20,50,0,50,,
rarity,4_killstreak,,0,0,0,0,20,50,50,20,20,20,20,20,50,0,50,,
item,brloot_killstreak_juggernaut,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
item,brloot_killstreak_auav,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
item,brloot_killstreak_assaultdrone,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
item,brloot_killstreak_circle_peek,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
item,brloot_killstreak_scramblerdrone,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
item,brloot_killstreak_rcxd_rad,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
item,brloot_assassination_tablet,,20,30,15,15,20,20,20,20,20,20,20,20,15,0,20,,
item,brloot_domination_tablet,,20,15,25,25,20,20,20,20,20,20,20,20,25,0,20,,
item,brloot_scavenger_tablet,,20,10,25,25,20,20,20,20,20,20,20,20,25,0,20,,
item,brloot_timedrun_tablet,,20,15,15,15,20,20,20,20,20,20,20,20,15,0,20,,
item,brloot_vip_tablet,,20,30,20,20,20,20,20,20,20,20,20,20,20,0,20,,
item,brloot_access_card_blue,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
item,brloot_access_card_green,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
item,brloot_access_card_purple,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
item,brloot_access_card_blue_stadium_parking,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
item,brloot_access_card_blue_stadium_executive,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
item,brloot_access_card_blue_stadium_concourse,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
item,brloot_escape_radio,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
item,brloot_zmb_access_item,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
rarity,0_noDrop,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
rarity,1_noDrop,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
rarity,2_noDrop,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
rarity,3_noDrop,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
rarity,4_noDrop,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
